id,role,last affiliation country,first publication year,tools,disciplines
030569a77aabd967f0017398b1991bd4,Industry / Government,United States,before 1991,MS Powerpoint | MS Word,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Sciences sociales et économie
0307512d8cbcddd29d57f231feb2637d,Publisher,United States,before 1991,MS Word,Arts et Lettres
030861ed03c18b7588e20d1bdd3b6b29,Professor / Associate professor / Assistant professor,Poland,1991-2000,MS Word | Google Drive/Docs,Sciences physiques
030c606ab9f19a128cc29bcd6726a745,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,Pages | MS Word,Sciences de la vie
0311c138d367e6544c1820f0eceedda9,Postdoc,United Kingdom,2011-2016,MS Word,Sciences de la vie
0317f367ab99f69dd17002bbea4475a1,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,MS Word | LaTeX,Sciences physiques
031a339053c89ab5105fa475c3c3c6d6,Professor / Associate professor / Assistant professor,Cyprus,2006-2010,MS Word | Google Drive/Docs | LaTeX,Sciences sociales et économie
0322769fc8813e152cb885f1404769af,Postdoc,India,2006-2010,MS Word,Sciences de la vie | Médecine
0325119d9db81822e0e92274f1d413a4,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,MS Word,Sciences de la vie
032599ebcbbdb4802e9089d59b501362,Professor / Associate professor / Assistant professor,Portugal,2006-2010,MS Word,Sciences de la vie | Médecine
03292faa201e760bf9de2daf56045542,Postdoc,Germany,2006-2010,MS Word,Sciences de la vie
032a38233b8e8722c2e6dc2c3b2f5538,Professor / Associate professor / Assistant professor,Spain,2006-2010,MS Word,Sciences sociales et économie
032b10bdd1b7ef6d3186be86081cf4e5,Other,United Kingdom,1991-2000,MS Word,Ingénierie & technologie
03343d43bce011998dad09ec7cc704f0,Professor / Associate professor / Assistant professor,France,2006-2010,MS Word | LaTeX,Sciences sociales et économie
0334d3b267032994d186f098888ffd49,Other,United States,2011-2016,MS Word | LaTeX,Sciences physiques | Ingénierie & technologie | Médecine | Sciences sociales et économie | Arts et Lettres
03365f190c5920305f5048dfe54d5535,Professor / Associate professor / Assistant professor,Italy,2001-2005,MS Word,Sciences de la vie
033c1b14879af3123ed7a81f3c03518c,Professor / Associate professor / Assistant professor,Mexico,before 1991,MS Word,Médecine
033c7fd9858c1348be1405f2f6686e9d,Bachelor/Master student,Germany,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
033cb86157c436d6c48e7a2fdda6e235,Professor / Associate professor / Assistant professor,United States,before 1991,EndNote | MS Word,Sciences de la vie
033d38216d2b84bccd270a2881238175,Librarian,Australia,2011-2016,Dropbox | MS Word | Google Drive/Docs,Ingénierie & technologie | Sciences sociales et économie | Arts et Lettres
033f072e62439263538e4a2541ae15b8,Bachelor/Master student,South Africa,I haven't published (yet),ShareLaTeX | LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
03422e422d3a9090cf1e65852b4fc78b,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word | Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Sciences physiques
03431e5356b23471490bb928e641981d,PhD student,Netherlands,2011-2016,MS Word,Médecine
0343ccd7850e68d4ece97249a0cd8a84,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
03465ddc920a292e16b0f6622ac45d24,Professor / Associate professor / Assistant professor,China,1991-2000,MS Word,Sciences physiques | Ingénierie & technologie
034965c34cab902b93ac0a0b7b94ea1d,PhD student,Canada,2011-2016,Papers (papersapp.com) | MS Word,Sciences sociales et économie
03503b07b19c9884a10234f4ff70c821,Professor / Associate professor / Assistant professor,Greece,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
03510ad20d8a108ed15f155bdf71fa2b,Other,Egypt,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
0352972fb040e5800b57fa0632ec98eb,Professor / Associate professor / Assistant professor,Spain,1991-2000,by hand | MS Word,Sciences sociales et économie | Arts et Lettres
0355ccbf54f6ab231b8acaa5ca91d0d6,Librarian,Brazil,2001-2005,MS Word,Sciences sociales et économie
035873d359caf6f8dc9665fec75f18a7,Professor / Associate professor / Assistant professor,Brazil,before 1991,Dropbox | MS Word,Médecine
035c71a3dc90a6fccb5d254ef0645725,Professor / Associate professor / Assistant professor,Greece,2006-2010,MS Word,Sciences sociales et économie | Arts et Lettres
035e0b312aed3c3f464a9f554734c596,Industry / Government,South Africa,2001-2005,MS Word,Sciences physiques
035fcc7fd9c0909881620860b46365ec,PhD student,India,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
03642e27552b211ae78776a936ee0194,Professor / Associate professor / Assistant professor,Greece,before 1991,MS Word,Sciences de la vie | Sciences sociales et économie
036704a1849cca4deb85836172796379,Professor / Associate professor / Assistant professor,Greece,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
03692434e8d8369ef53e8cce7f517636,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Arts et Lettres
036bba9a2f04efbbc4710b3a0fd5129e,Librarian,Argentina,2011-2016,MS Word | Google Drive/Docs,Arts et Lettres
0371b2ae1958cdf46a791387954237f0,PhD student,Germany,2011-2016,MS Word,Sciences sociales et économie
0376f92e937ad9d7e999f6ab7e745694,Industry / Government,Germany,2011-2016,LibreOffice | LaTeX,Ingénierie & technologie
037701fe01820f1ff6e7aa9e47b28eda,PhD student,Belgium,2001-2005,SimpleMind | MS Word,Médecine
03774a314610217c691cdf52f46213bd,Other,Venezuela,I haven't published (yet),MS Word,Ingénierie & technologie
037b2278115c38eaa31b8f61b127fc51,Professor / Associate professor / Assistant professor,United States,2006-2010,Google Drive/Docs,Sciences sociales et économie
03811f0b6cc0dbcb8cdfad51e7ac6fea,Professor / Associate professor / Assistant professor,Germany,1991-2000,MS Word,Arts et Lettres
0381b443eeff2dbe2ace0e0bf7b098ae,PhD student,Netherlands,I haven't published (yet),MS Word,Médecine
038691ceafc03c02774b69c235cd6abb,Other,Germany,before 1991,MS Word,Sciences physiques | Arts et Lettres
03877abb7c9da35203c4aad5096186db,Professor / Associate professor / Assistant professor,Canada,2001-2005,MS Word,Sciences physiques | Médecine
0387f29d92413f9ae90bed95bcfdd1c1,Librarian,Germany,I haven't published (yet),MS Word,Sciences de la vie
038aa6ba0dac3a43964ff3f73fec8ec9,Professor / Associate professor / Assistant professor,United States,2011-2016,MS Word,Arts et Lettres
0390b11dcec4034293f049076bf61003,Postdoc,United Kingdom,1991-2000,Dropbox | institutional server | MS Word,Ingénierie & technologie
03930328c4d39311ada3a417c9552556,Professor / Associate professor / Assistant professor,Australia,before 1991,MS Word,Sciences de la vie
03968307af934cef026e112f2a2fe08c,PhD student,Germany,2011-2016,MS Word | Google Drive/Docs | LaTeX,Sciences physiques | Sciences de la vie
0396bfb734fb032ac14c42bc94a545cb,Professor / Associate professor / Assistant professor,Spain,2006-2010,MS Word,Sciences sociales et économie
039eca610b228877292a63e95bfeab0c,Bachelor/Master student,Venezuela,I haven't published (yet),Adobe Reader | MS Word,Ingénierie & technologie
03a078e429e9c78a130fe91078e8fed7,Professor / Associate professor / Assistant professor,Brazil,2001-2005,Dropbox | MS Word | Google Drive/Docs,Sciences sociales et économie
03a4c6576d250d7b05392912d567ed3e,Professor / Associate professor / Assistant professor,United States,I haven't published (yet),MS Word,Arts et Lettres
03ae48271f0e84deb85193465b5298f4,PhD student,United Kingdom,I haven't published (yet),MS Word,Sciences de la vie | Médecine
03ba5786fb3ad83a67fe4058383f1e90,Other,Sweden,2001-2005,MS Word | LaTeX,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine
03bab5f40a751e1caa07670264b4d053,PhD student,United States,2011-2016,MS Word | Google Drive/Docs,Ingénierie & technologie | Sciences sociales et économie | Droit
03c49b30b4a3e4e59a825d14e3c257bf,PhD student,United States,2011-2016,email | MS Word | Google Drive/Docs,Ingénierie & technologie
03cf74c06fd0fab3b19e0d0caff2d526,Professor / Associate professor / Assistant professor,Mexico,1991-2000,MS Word,Sciences de la vie
03d51574f9ae049f025ddd90cecd19ce,Bachelor/Master student,Greece,I haven't published (yet),MS Word | LaTeX,Sciences physiques
03dcb9e6262a968eb508067362d218dc,Professor / Associate professor / Assistant professor,Canada,1991-2000,MS Word,Sciences de la vie
03e9ecb2bf41da05cff3d449cbcb5512,PhD student,Spain,2006-2010,Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
03ecbe24e370025d93010576a0854025,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,MS Word,Sciences de la vie
03ecd5140cdb8e8cbb31d9d306702f5f,Other,United Kingdom,before 1991,WordPerfect | Reference Manager | MS Word,Médecine
03ef093df45231ad230dbd8cc40120a4,Professor / Associate professor / Assistant professor,United States,2006-2010,MS Word | Scrivener,Sciences sociales et économie
03f2c6df9d1c2d5afc1dd94a5d14f9e3,Librarian,United States,2011-2016,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Sciences sociales et économie | Arts et Lettres
03f40c4c113613d40f242e5164fa2012,PhD student,Netherlands,2011-2016,MS Word,Sciences sociales et économie
03f6a77716077c67e834b98be72025d6,Bachelor/Master student,United States,2011-2016,MS Word | Google Drive/Docs,Arts et Lettres
03fb7a21cdeab11849870dc4b026a8de,PhD student,Italy,2011-2016,MS Word,Arts et Lettres
03fd893b582df6ccc5624524d7e29fe0,PhD student,Netherlands,I haven't published (yet),MS Word,Sciences sociales et économie
03fdac204e85da3a0629e6d6eacd528a,Professor / Associate professor / Assistant professor,United Kingdom,2001-2005,MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
0400c6a303317781723616a745feb35b,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
0405a6cfed7e0263e43ff5ac7685038d,Bachelor/Master student,Germany,2011-2016,MS Word,Sciences sociales et économie
04064119d8a7610e7c1ecfcb9d97bb34,Librarian,Spain,2006-2010,MS Word | Google Drive/Docs,Médecine
040b91a4f31c88ae0349d23ef2aa7ae8,PhD student,Italy,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
040e02516fa008a97e2d21e17d3eed49,Professor / Associate professor / Assistant professor,Egypt,2006-2010,MS Word,Médecine
04110a565805714b8cbb8ac0e38f68b7,PhD student,Netherlands,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
041347372d80178290ae2240a725e9e8,Professor / Associate professor / Assistant professor,Germany,1991-2000,Papyrus | MS Word | Scrivener,Arts et Lettres
04150d0e1a3ba0013ea0a507245f994b,Bachelor/Master student,Greece,2011-2016,MS Word,Arts et Lettres
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,Evernote | MS Word | Google Drive/Docs | Authorea | LaTeX | Overleaf (=WriteLaTeX),Médecine | Sciences sociales et économie
0417add02f4a9d663237a8bd49663490,Professor / Associate professor / Assistant professor,Iran,2006-2010,MS Word,Sciences sociales et économie
041da668b6fb565c7ab11271294868a5,PhD student,Germany,2011-2016,MS Word | Google Drive/Docs | Overleaf (=WriteLaTeX),Ingénierie & technologie
042186d0a889c9222a883c1c315ff22a,Bachelor/Master student,Germany,I haven't published (yet),OpenOffice,Arts et Lettres
04241870a63f1f6c90deb3fe51da6eb3,PhD student,Norway,I haven't published (yet),LyX | MS Word,Sciences sociales et économie
042dc3e0a778d81a0d175fb926a1d056,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
043176205b0372cdb629696c02c1c122,Professor / Associate professor / Assistant professor,Germany,1991-2000,MS Word,Médecine
04335cf37db46e901b4fa1c2f2fcd9be,Industry / Government,United States,before 1991,TextEdit | MS Word | Scrivener,Ingénierie & technologie | Sciences sociales et économie
043a5a458be9678c86ba1a912fddf148,Professor / Associate professor / Assistant professor,Brazil,before 1991,MS Word | Google Drive/Docs,Arts et Lettres
043ecd79885a3995fe67ac9364168d54,Professor / Associate professor / Assistant professor,Australia,before 1991,MS Word,Sciences sociales et économie
0444f0ff7586fff0c9d94d4bdb5f1b98,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,MS Word,Ingénierie & technologie | Sciences de la vie | Arts et Lettres
0448ef9ffd5a13a05eb23c6b310e93c6,Other,United Kingdom,1991-2000,MS Word | Google Drive/Docs,Médecine
044bc63a8af424698e7ed385007dc8da,Professor / Associate professor / Assistant professor,Australia,before 1991,MS Word,Sciences de la vie
044dd1de61803c7bfac4ddd8da2cb235,Other,Russia,1991-2000,MS Word,Sciences physiques
04540fb33f66b3f0ca4efb024478967f,Bachelor/Master student,Australia,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
04597657e53fcf0d99d6147733a83962,Bachelor/Master student,Germany,2001-2005,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie
045985f2261f2f275e63a3c01d11fa08,Professor / Associate professor / Assistant professor,Switzerland,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
045b2b5241899d28daf35f810baec8e1,Bachelor/Master student,Taiwan,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie | Sciences sociales et économie
045bcad011c1d95f0785fc6ea992b616,Other,Australia,2011-2016,MS Word | Google Drive/Docs,Arts et Lettres
045e22272dd7cdd612dcafd0ae01d7fe,Professor / Associate professor / Assistant professor,Ireland,2006-2010,MS Word,Sciences sociales et économie
0461951ffe053654a2b8974cc2b728e8,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,Pages | MS Word,Sciences sociales et économie
046228ad7cb23f5300ead41a629e830b,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word,Arts et Lettres
04631f8b5b73c256e7f411c192f5c071,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | Google Drive/Docs,Ingénierie & technologie | Sciences sociales et économie
0463ff51f82e2afe00993b45a23cbb3b,Professor / Associate professor / Assistant professor,Japan,before 1991,MS Word | Google Drive/Docs,Ingénierie & technologie
046a39e426c44b62a68b84f5100f6ffb,Bachelor/Master student,Netherlands,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie | Médecine
046c422aac9718426452fb71b36f5512,Professor / Associate professor / Assistant professor,Argentina,1991-2000,Dropbox | MS Word,Ingénierie & technologie
04703696a4315e3afe9c64c742ba5581,Postdoc,United Kingdom,2001-2005,MS Word,Sciences sociales et économie
0472a4762b7713a01672c6c4be2a37b0,Industry / Government,Netherlands,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
0474a540c1b5f9b8586c5cc3b877af06,Professor / Associate professor / Assistant professor,China,2001-2005,MS Word,Ingénierie & technologie
047cc118d695dc6ed369b18c584df020,Librarian,United Kingdom,I haven't published (yet),MS Word | Google Drive/Docs | Scrivener,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine | Sciences sociales et économie | Droit | Arts et Lettres
047d434abdcc518ef3553657052f6d40,Professor / Associate professor / Assistant professor,Germany,2001-2005,MS Word | LaTeX,Sciences physiques | Arts et Lettres
0480cd324a497f0fec893191521ef6f1,Bachelor/Master student,Mexico,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
04842ff9c539222013d6b5c55f50d0d2,PhD student,Portugal,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
04861769712b9eae72cf1554525271a5,Professor / Associate professor / Assistant professor,Spain,I haven't published (yet),MS Word,Médecine
04864b1fda17e967d78f3b7443462620,Professor / Associate professor / Assistant professor,Greece,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
0486d100a189994e8bebb029d1492476,Postdoc,Germany,2011-2016,Papers (papersapp.com) | MS Word | LaTeX,Médecine
0488446ed8d37d554ae9e29b091a5e3e,Librarian,Nigeria,2011-2016,MS Word,Sciences sociales et économie
048914f5ecf0decb2d2dfc2d00a23dcd,Postdoc,United Kingdom,2006-2010,LaTeX,Sciences physiques
048a88b178b9b9b4e46d51d61277cac5,Other,Russia,2006-2010,MS Word,Sciences de la vie
048b929948e19932565021de724ccc5d,Librarian,Switzerland,1991-2000,MS Word,Médecine
048f3b94fd78784e600e4dc72b994466,Professor / Associate professor / Assistant professor,Germany,before 1991,OpenOffice | MS Word | Google Drive/Docs | LaTeX,Sciences sociales et économie
04943ace0090125d090091e0f67474bb,Professor / Associate professor / Assistant professor,India,2001-2005,MS Word,Médecine
